station_name;location
Laissey;POINT(6.23326602692758 47.2988612456022)
Belleville sur Sâone;POINT(4.72863284158214 46.1114799983435)
Villefranche-sur-Saône;POINT(4.72114987526438 45.9844770207609)
Chagny;POINT(4.7493659583425 46.9074216582497)
Nuits-Saint-Georges;POINT(4.95671509225183 47.1306279283311)
Gevrey-Chambertin;POINT(4.99942100086482 47.2280780513722)
Meursault;POINT(4.79546749872993 46.9690395407019)
Corgoloin;POINT(4.91722515235644 47.0839216807968)
Fontaines - Mercurey;POINT(4.77503082601337 46.8513667639651)
Rully;POINT(4.76095422550926 46.8804054627247)
Vougeot - Gilly-lès-Cîteaux;POINT(4.97154627759471 47.175400259382)
Senozan;POINT(4.86912036888515 46.3852859195507)
Fleurville - Pont-de-Vaux;POINT(4.88206509213111 46.4485787269559)
Tournus;POINT(4.90694842550469 46.5693737746236)
Sennecey-le-Grand;POINT(4.88028642786831 46.641390148061)
Crêches-sur-Saône;POINT(4.78428347344109 46.2466839219979)
Pontanevaux;POINT(4.77308148184656 46.2136180847872)
Romanèche-Thorins;POINT(4.74212553715149 46.1762902389412)
Saint-Georges-de-Reneins;POINT(4.71858069355144 46.0611875823866)
Anse;POINT(4.72036834096709 45.9388856191514)
Lyon-Part-Dieu Gare Routière;POINT(4.86253571785163 45.7605132107552)
St-Etienne-Châtcrx. G Routière;POINT(4.39967876764462 45.4426755247568)
Givors;POINT(4.76571529651575 45.5851209088108)
Rive-de-Gier;POINT(4.60646196292488 45.5244200307681)
Saint-Chamond;POINT(4.51698976061412 45.4723853167117)
Ambérieu;POINT(5.34149047795231 45.9538142051533)
Meximieux - Pérouges;POINT(5.19351998433154 45.9016778423201)
La Valbonne;POINT(5.12495157868516 45.8491107857221)
Montluel;POINT(5.05769471335377 45.8477154085475)
Beynost;POINT(5.00759566995145 45.8339725152649)
Saint-Maurice-de-Beynost;POINT(4.97737634378946 45.8274378181061)
Miribel;POINT(4.95406506216331 45.822022952396)
Crépieux la Pape;POINT(4.89253046519256 45.8038026013427)
Oullins;POINT(4.81326312451082 45.7172780156382)
Écully la Demi-Lune;POINT(4.77915409316805 45.76569592586)
Lyon Gorge de Loup;POINT(4.80474709561618 45.7660531206527)
Lyon Saint-Paul;POINT(4.82693548313702 45.7659967216269)
Fleurieux-sur-l'Arbresle;POINT(4.6600105370187 45.8451185372109)
Lentilly;POINT(4.66668501958063 45.8221731985486)
Lentilly Charpenay;POINT(4.68239655390207 45.8164009507765)
La Tour-de-Salvagny;POINT(4.71648761893915 45.7998572043022)
Casino Lacroix Laval;POINT(4.73080676457001 45.7878815267253)
Charbonnières-les-Bains;POINT(4.73573851548051 45.7820806658458)
Le Méridien La Ferrière;POINT(4.74835984522415 45.7688291355515)
Tassin;POINT(4.75862758892306 45.7616475583609)
Sain-Bel;POINT(4.60143139733311 45.8110601496013)
Varennes-sur-Allier;POINT(3.39432921728231 46.3151322470587)
Bessay;POINT(3.36083104033283 46.4434164894616)
Gerzat;POINT(3.1431961964189 45.8334968352344)
Saint-Pierre-le-Moûtier;POINT(3.11161143102486 46.7931130844214)
Chantenay-Saint-Imbert;POINT(3.1722746621699 46.7281280113079)
Villeneuve-sur-Allier;POINT(3.24698754436052 46.6591187920393)
Montchanin;POINT(4.48162308787341 46.7593195511191)
Gilly-sur-Loire;POINT(3.78219480756059 46.5371641162846)
Dompierre Sept Fons;POINT(3.67496291208032 46.526342967611)
Blanzy;POINT(4.39097409254029 46.6939425004553)
Montceau-les-Mines;POINT(4.36139257023012 46.6707332978213)
Galuzot;POINT(4.33004136680998 46.6420315637906)
Ciry-le-Noble;POINT(4.29968729335536 46.6040515896275)
Génelard;POINT(4.23800896593913 46.5807667444857)
Paray-le-Monial;POINT(4.1137090800582 46.4471613267721)
Digoin;POINT(3.98744188370479 46.4852944810539)
Saint-Agnan;POINT(3.87892539736804 46.5020106875673)
Benfeld;POINT(7.5838022084137 48.3736707022163)
Erstein;POINT(7.63851859237704 48.4231687205837)
Geispolsheim;POINT(7.68415300881666 48.5191166992583)
Fegersheim - Lipsheim;POINT(7.67234914598169 48.4909705203207)
Montbrison;POINT(4.07847715461013 45.6045879044704)
Saint-Romain-le-Puy;POINT(4.12094051809637 45.5544956037266)
Sury-le-Comtal;POINT(4.18260986235976 45.5293036862455)
Bonson;POINT(4.21444615603339 45.5223305022722)
Andrézieux;POINT(4.25522966993809 45.5217325807411)
La Fouillouse;POINT(4.31678223321453 45.4978545851156)
Saint-Étienne La Terrasse;POINT(4.37956548843038 45.4647183495431)
Boën;POINT(4.00500394751177 45.7413135435974)
Rumilly;POINT(5.94817668831972 45.8629875643951)
Albens;POINT(5.94852703128058 45.7858393918495)
Grésy-sur-Aix;POINT(5.92205367985389 45.7245781842006)
Lyon Vaise;POINT(4.80369606673361 45.7801886778778)
Molsheim;POINT(7.50060922993981 48.5376302504687)
Dachstein;POINT(7.53265213612882 48.5428166382756)
Duttlenheim;POINT(7.56617726253682 48.5454512624736)
Duppigheim;POINT(7.58760208206606 48.5440298908341)
Entzheim Aéroport;POINT(7.6282238992196 48.5468844880163)
Lingolsheim;POINT(7.67793666704969 48.559317948592)
Strasbourg Roethig;POINT(7.69433092098716 48.5632061224989)
Scherwiller;POINT(7.43045080624031 48.2869228050044)
Dambach-la-Ville;POINT(7.43575086641736 48.3217770588711)
Epfig;POINT(7.4503844223977 48.3638238092372)
Eichhoffen;POINT(7.44956695548904 48.3824954808189)
Barr;POINT(7.45693314081984 48.403319233163)
Obernai;POINT(7.48930842366402 48.4623559919732)
Bischoffsheim;POINT(7.49794123354561 48.4870232111849)
Rosheim;POINT(7.4912308183723 48.5052985155733)
Dorlisheim;POINT(7.49304541524647 48.5249832291657)
Gertwiller;POINT(7.466616979584 48.4134446921189)
Goxwiller;POINT(7.4787442359213 48.4328908890826)
Eichhoffen Carrefour Gare;POINT(7.44935135982082 48.3742017835365)
Epfig Croisement Église - RN;POINT(7.44633302046576 48.3625465575714)
Scherwiller, rue de la Gare;POINT(7.42389310466533 48.2866657763021)
Sathonay - Rillieux;POINT(4.87542654218054 45.8201323203244)
Villars-les-Dombes;POINT(5.02872404543688 46.0046037230991)
Marlieux - Châtillon;POINT(5.07336133191099 46.064036135177)
Saint-Paul-de-Varax;POINT(5.12727821527135 46.099801940965)
Servas - Lent;POINT(5.16806172917605 46.1307138135472)
Les Échets;POINT(4.91079321492125 45.8745843427438)
Mionnay;POINT(4.91968653623527 45.896670323535)
Saint-André-de-Corcy;POINT(4.94885483351469 45.9259588392352)
Saint-Marcel en Dombes;POINT(4.97753804054062 45.9503541293584)
Bruyères;POINT(6.71876052229755 48.2049189154968)
Arches;POINT(6.52842547987182 48.1198870937811)
Saint-Blaise-la-Roche - Poutay;POINT(7.16546576369385 48.4076069969214)
Saales;POINT(7.11074937973051 48.3471573359259)
Mutzig;POINT(7.46242184720658 48.5336925232297)
Gresswiller;POINT(7.42471057157399 48.533175004584)
Urmatt;POINT(7.33893942823432 48.5256793138857)
Lutzelhouse;POINT(7.29354755692144 48.5178016941674)
Schirmeck - La Broque;POINT(7.21570853754165 48.4800566219845)
Rothau;POINT(7.20756980106639 48.4594191867467)
Wisches;POINT(7.27018237637824 48.5074649226361)
Russ-Hersbach;POINT(7.2519735255666 48.4984475365813)
Fouday;POINT(7.18727685879531 48.4251240332475)
Bourg-Bruche;POINT(7.13709696701741 48.3601232724633)
Heiligenberg - Mollkirch;POINT(7.38135787595635 48.5274403060142)
Mullerhof;POINT(7.31186420556719 48.5246738551081)
Provenchères-sur-Fave;POINT(7.08538993925629 48.3045949084105)
Laval-sur-Vologne Rue de la Vo;POINT(6.70272559447379 48.1953867435897)
Lépanges-sur-Vologne,rdl poste;POINT(6.67158998672187 48.1726987912149)
Docelles - Cheniménil;POINT(6.61058539576882 48.1436294113698)
Cheniménil Filature;POINT(6.6005062982796 48.1339479482851)
Lyon Jean Macé;POINT(4.84183853370264 45.7450562104362)
Saint-Fons;POINT(4.85242068775104 45.7057049180194)
Feyzin;POINT(4.85299560953296 45.6659241277725)
Sérézin;POINT(4.81794334714173 45.6272709710931)
Chasse-sur-Rhône;POINT(4.79475782965538 45.5826815583031)
Estressin;POINT(4.8682849356708 45.5401267720588)
Vienne;POINT(4.8744024627565 45.5210276545635)
Quincieux;POINT(4.77807611482696 45.9070412004445)
Couzon-au-Mont-d'Or;POINT(4.82926211972322 45.8487165795747)
Collonges - Fontaines;POINT(4.84626722805396 45.8293845370528)
La Tour-du-Pin;POINT(5.44964763817536 45.5605905526543)
Cessieu;POINT(5.37557255983655 45.5610937180689)
Bourgoin-Jallieu;POINT(5.27322749950256 45.5836183317302)
L'Isle-d'Abeau;POINT(5.21951722865758 45.6076484546727)
La Verpillière;POINT(5.15058051374465 45.6276416153694)
Saint-Quentin-Fallavier;POINT(5.10010417792295 45.6382259301498)
Saint-Priest;POINT(4.9347602667049 45.6866621158348)
Vénissieux;POINT(4.88805685507702 45.7056170913154)
Givors Canal;POINT(4.77229096439642 45.5959772475266)
Grigny le Sablon;POINT(4.79602445420617 45.6068880460851)
Vernaison;POINT(4.81336193919209 45.6455552602174)
Irigny;POINT(4.83139112694687 45.6763882318555)
Pierre-Bénite;POINT(4.82489630744179 45.7065894507029)
Saint-Étienne Carnot;POINT(4.38530572309671 45.4468793239506)
Saint-Étienne Le Clapier;POINT(4.3782359818097 45.4371161968489)
Saint-Étienne Bellevue;POINT(4.39294140301279 45.4168345045712)
La Ricamarie;POINT(4.36068290115556 45.404152381211)
Le Chambon-Feugerolles;POINT(4.32230687221264 45.3949748277357)
Firminy;POINT(4.28641019345422 45.3917071327226)
Les Flachères;POINT(4.75408211358479 45.7774006978098)
Dardilly les Mouilles;POINT(4.75995709554375 45.7970514186472)
Dardilly - Le Jubin;POINT(4.76120575378885 45.8153240660918)
Dommartin - Lissieu;POINT(4.73213627119069 45.8479469309493)
Civrieux-d'Azergues;POINT(4.71837408103607 45.8590275924854)
Réding;POINT(7.09564869980236 48.7427461855733)
Lutzelbourg;POINT(7.25165013206427 48.7299904983288)
Brumath;POINT(7.70035861654444 48.7327220162655)
Saint-Jodard;POINT(4.12514463362664 45.8856409369677)
Balbigny;POINT(4.18764042795153 45.8178096347679)
Feurs;POINT(4.23075956159527 45.7440594442838)
Montrond-les-Bains;POINT(4.24913909231092 45.6444876368378)
Veauche - Saint-Galmier;POINT(4.29338112005996 45.5658672757618)
Bouthéon;POINT(4.27772348465558 45.5246277206252)
Saint-Julien-en-Genevois;POINT(6.08559197735061 46.1419309570415)
Valleiry;POINT(5.96722097234571 46.1093251936263)
Perrignier;POINT(6.42497549173821 46.303453968822)
Bons-en-Chablais;POINT(6.36548007046269 46.270391310235)
Machilly;POINT(6.32806523887391 46.2514237349375)
Vendenheim;POINT(7.71821712439522 48.666098246238)
Graffenstaden;POINT(7.68984832771877 48.5324314340514)
Limersheim;POINT(7.66015900757449 48.4617007357563)
Matzenheim;POINT(7.61933956105842 48.3988044653732)
Kogenheim;POINT(7.53522131784176 48.3389175957821)
Steinbourg;POINT(7.41624844159641 48.763647137282)
Ebersheim;POINT(7.49435695556147 48.3101576356556)
Dettwiller;POINT(7.46499102891952 48.7519510197939)
Wilwisheim;POINT(7.50779575221377 48.7459153503486)
Hochfelden;POINT(7.57243852006801 48.755232129586)
Schwindratzheim;POINT(7.60094206403709 48.7536152917931)
Mommenheim;POINT(7.64145608335652 48.7558480541059)
Stephansfeld;POINT(7.70448188369912 48.7177768431024)
Haguenau;POINT(7.78216818948059 48.8133622297116)
Bischwiller;POINT(7.85127558429752 48.7655182633629)
Marienthal;POINT(7.82358950723711 48.7817988541758)
Kurtzenhouse;POINT(7.81328583092682 48.7419168384361)
Weyersheim;POINT(7.79699039167062 48.7181976442621)
Hoerdt;POINT(7.77993138442282 48.7032007265325)
Mundolsheim;POINT(7.72113664906901 48.6447353232239)
Schweighouse-sur-Moder;POINT(7.74252553598688 48.8289531461537)
Mertzwiller;POINT(7.67770310507579 48.8716081764702)
Gundershoffen;POINT(7.65340367663697 48.9052407526306)
Reichshoffen;POINT(7.6580659329622 48.9306893586275)
Niederbronn-les-Bains;POINT(7.63382938659328 48.9523615075795)
Wissembourg;POINT(7.95001840034169 49.0316473893846)
Soultz-sous-Forêts;POINT(7.88239322574376 48.934525300387)
Walbourg;POINT(7.80940510889888 48.8860468478149)
Hoelschloch;POINT(7.8311443387776 48.9162576766671)
Hoffen;POINT(7.93342651704169 48.9313739483011)
Riedseltz;POINT(7.96282837629501 48.9906851161067)
Lauterbourg;POINT(8.18290663778209 48.9676614611451)
Mothern;POINT(8.16185911067224 48.9349324830543)
Munchhausen;POINT(8.14114396021756 48.9239550926944)
Seltz;POINT(8.09837516953468 48.8966605116015)
Roppenheim;POINT(8.06215509727394 48.851142316452)
Roeschwoog;POINT(8.02983371334682 48.8336247448879)
Herrlisheim;POINT(7.91053744359914 48.727993611501)
Hoenheim Tram;POINT(7.75794062626451 48.6286240679642)
Bischheim;POINT(7.7417889174538 48.6119196834855)
Drusenheim;POINT(7.94757498276854 48.7659978762281)
Gambsheim;POINT(7.87919522333184 48.6949712696767)
La Wantzenau;POINT(7.82476630025947 48.6652676350702)
Rountzenheim;POINT(8.01174164352213 48.8203539005084)
Kilstett;POINT(7.85496766011577 48.679445476353)
Sessenheim;POINT(7.98919392988759 48.796239758226)
Pont-à-Mousson;POINT(6.05087209161456 48.8997195689648)
Pagny-sur-Moselle;POINT(6.02543180276475 48.9855035102863)
Champigneulles;POINT(6.16938682706495 48.7349260830752)
Uckange;POINT(6.15632532283203 49.3034368639764)
Hagondange;POINT(6.16406880058222 49.2534002240922)
Einvaux;POINT(6.39325597905153 48.5035010416207)
Bayon;POINT(6.32315145426909 48.468109969619)
Charmes;POINT(6.30150205591879 48.3785457014191)
Vincey;POINT(6.33552125573314 48.3436466529851)
Châtel - Nomexy;POINT(6.38778523897049 48.3071582597694)
Igney;POINT(6.39955316919409 48.2709606622896)
Thaon;POINT(6.41582165899176 48.2450100470754)
Maizières-lès-Metz;POINT(6.15825670069316 49.2155724366308)
Woippy;POINT(6.15586718203707 49.1488031787864)
Metz Nord;POINT(6.16791358999879 49.1368678878398)
Blainville - Damelevières;POINT(6.38584487795652 48.5650312019726)
Varangéville - Saint-Nicolas;POINT(6.31323405353103 48.6353149596737)
Saint-Nabord;POINT(6.58009657502156 48.0321432956571)
Éloyes;POINT(6.60012900586022 48.0869294454814)
Pouxeux;POINT(6.56946950520895 48.1087616012724)
Clermont la Rotonde;POINT(3.09096814579292 45.7680959802563)
Royat - Chamalières;POINT(3.06151238762254 45.7678139948845)
Durtol - Nohanent;POINT(3.0487203779749 45.794721507122)
Volvic;POINT(3.00296019739548 45.8649830831671)
Novéant-sur-Moselle;POINT(6.05233634552788 49.0283077987655)
Ars-sur-Moselle;POINT(6.07895342740005 49.0747592090017)
Frouard;POINT(6.1445933252198 48.7554394127194)
Pompey;POINT(6.13060655624411 48.7730375922989)
Marbache;POINT(6.10932546716035 48.8010090781382)
Belleville;POINT(6.10111486546236 48.8196796194187)
Dieulouard;POINT(6.07183877034883 48.8435578359389)
Vandières;POINT(6.03922992553075 48.9521668364561)
Ancy-sur-Moselle;POINT(6.06234357779436 49.057714404616)
Dombasle-sur-Meurthe;POINT(6.34332761555322 48.6233158439925)
Rosières-aux-Salines;POINT(6.35045125575728 48.6053444906109)
Jarville-la-Malgrange;POINT(6.20264245888768 48.6698298946349)
Laneuveville-devant-Nancy;POINT(6.22795698359769 48.6555128625189)
Mont-sur-Meurthe;POINT(6.45139494424784 48.5602989380893)
Baccarat;POINT(6.74414691223031 48.4523951845848)
Raon-l'Étape;POINT(6.8368440664115 48.403861932562)
Étival-Clairefontaine;POINT(6.87700774277008 48.3670824464205)
Saint-Clément - Laronxe;POINT(6.60842943908664 48.5311703134631)
Bertrichamps;POINT(6.79129049834746 48.4283310600433)
Azerailles;POINT(6.69658111792956 48.4909764737977)
Saint-Michel-sur-Meurthe;POINT(6.88820973436461 48.3271049786914)
Thiaville;POINT(6.80995748995406 48.4142496332603)
Ménil - Flin;POINT(6.65939086516183 48.5049592621249)
Chenevières;POINT(6.63269293491408 48.5195094090915)
Reignier;POINT(6.26758167078572 46.1254343671482)
Chamonix-Mont-Blanc;POINT(6.87383668981669 45.9226220037722)
Pont-Saint-Vincent;POINT(6.10328878845023 48.6024100270905)
Neuves-Maisons;POINT(6.10795104477546 48.6147704495325)
Messein;POINT(6.13807155625618 48.6128462001063)
Ludres;POINT(6.17085108097826 48.6219144747164)
Houdemont;POINT(6.17973541913944 48.6454594371406)
Revigny;POINT(4.98499405739985 48.8238375416379)
Commercy;POINT(5.58876972624631 48.7659860339903)
Toul;POINT(5.88092880614117 48.6790006256481)
Liverdun;POINT(6.06219984734888 48.7491672387827)
Épernay;POINT(3.96008818329954 49.0465697339565)
Lérouville;POINT(5.53844610402293 48.7970208689652)
Nançois - Tronville;POINT(5.29139143454999 48.7180198413847)
Fontenoy-sur-Moselle;POINT(5.98038129125989 48.7117074320659)
Foug;POINT(5.79129490707925 48.6792497425269)
Pagny-sur-Meuse;POINT(5.73385662780465 48.6966907918763)
Meroux TGV;POINT(6.8980283204214 47.5860043640694)
Danjoutin;POINT(6.86611117837219 47.6205533863311)
Morvillars;POINT(6.93536230363461 47.5496196599715)
Grandvillars;POINT(6.97356765267353 47.5391050304164)
Joncherey;POINT(7.00108304982994 47.5256949089911)
Forbach;POINT(6.90025614232633 49.189218414601)
Béning-lès-Saint-Avold;POINT(6.82892092560447 49.1381902551588)
Saint-Avold;POINT(6.72103325996669 49.0860505255207)
Faulquemont;POINT(6.60400972788815 49.0457159715425)
Rémilly;POINT(6.39514244114845 49.0143521283927)
Hombourg-Haut;POINT(6.77500404224411 49.1263640999077)
Herny;POINT(6.47679930048628 49.0038106179055)
Teting-sur-Nied;POINT(6.66372972798473 49.051709662686)
Farschviller;POINT(6.90785588963104 49.0881272833678)
Sarreguemines;POINT(7.06788177436636 49.1072552556553)
Peltre;POINT(6.22189335542904 49.0738941612362)
Courcelles-sur-Nied;POINT(6.31062893920672 49.063400579699)
Sanry-sur-Nied;POINT(6.34006673107141 49.0447797600455)
Farébersviller;POINT(6.86239215309542 49.1178395250745)
Hundling;POINT(6.97770888613389 49.1065554382624)
Clermont la Pardieu;POINT(3.13421304357645 45.7670056289182)
Vic-le-Comte;POINT(3.20693166583605 45.6649447833714)
Parent - Coudes - Champeix;POINT(3.2178192470811 45.6139764138786)
Sarliève - Cournon;POINT(3.16851072112891 45.7384295755591)
Le Cendre - Orcet;POINT(3.18872281502442 45.7238883465386)
Les Martres-de-Veyre;POINT(3.19329523982122 45.6882184101832)
Brioude;POINT(3.37863564926656 45.300653091681)
Le Breuil-sur-Couze;POINT(3.26215110635857 45.4670809197761)
Reims Maison Blanche;POINT(4.02248516294317 49.2336834134959)
Franchet d'Esperey;POINT(4.01379845414452 49.2425164858838)
Vrigne-Meuse;POINT(4.8450904350316 49.7011195160145)
Donchery;POINT(4.87478873832873 49.6983305987406)
Bazancourt;POINT(4.17413874922934 49.361093526498)
Amagne-Lucquy;POINT(4.47387961012322 49.5238338061334)
Poix-Terron;POINT(4.63629501351464 49.649981378382)
Mohon;POINT(4.73326814844884 49.7526914193495)
Lumes;POINT(4.78310668041873 49.733093466467)
Nouvion-sur-Meuse;POINT(4.79492850955939 49.6971568815312)
Mourmelon-le-Petit;POINT(4.31779732948573 49.1312782922787)
Gannat;POINT(3.20489249014082 46.0970611317761)
Aigueperse;POINT(3.19827190649594 46.0147859812909)
Aubiat;POINT(3.1606145297804 45.9840088708214)
Pontmort;POINT(3.16003062484564 45.9400413227111)
Sept-Saulx;POINT(4.25693646897816 49.1510947077417)
Val-de-Vesle;POINT(4.21512887564942 49.1820728226855)
Prunay;POINT(4.18375072277075 49.1987227422923)
Saint-Dizier;POINT(4.94782177093781 48.6427409885258)
Joinville;POINT(5.14361857029176 48.4442439793938)
Froncles;POINT(5.14176804080622 48.2964140287931)
Chaumont;POINT(5.13476118158911 48.1094513918734)
Chevillon;POINT(5.11160261356128 48.5244418233247)
Donjeux;POINT(5.14833472553404 48.3656321995745)
Vignory;POINT(5.12426885906913 48.2701175790278)
Bologne;POINT(5.1340604956674 48.1985603394809)
Culmont - Chalindrey;POINT(5.44317078497595 47.8099601149998)
Langres;POINT(5.34456271622443 47.8771002825163)
Ay (F);POINT(4.00159933258448 49.0487305705629)
Avenay;POINT(4.04369438680418 49.0647837640776)
Germaine;POINT(4.02288042166824 49.1278278277536)
Rilly-la-Montagne;POINT(4.0408197778946 49.1664687128576)
Château-Thierry;POINT(3.41280756267922 49.0375073284478)
Dormans;POINT(3.6460910588447 49.0807552824442)
Laon;POINT(3.62374097457269 49.5710033321388)
Saint-Erme;POINT(3.85767125774282 49.5269942409933)
